
                                      ARENA Simulation Results
                                   Regulo A - License: 7328734345

                                  Summary for Replication 1 of 20

Project: Unnamed Project                                             Run execution date :11/16/2016
Analyst: Rockwell Automation                                         Model revision date:11/16/2016

Replication ended at time      : 120.0 Hours 
Base Time Units: Hours

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

Process 68.Queue.NumberInQueue              .76675     (Insuf)    .00000     5.0000     5.0000    
Process 27.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Batch 18.Queue.NumberInQueue                .10333     (Insuf)    .00000     28.000     .00000    
Hold 31.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
Hold 163.Queue.NumberInQueue                .39931     (Insuf)    .00000     1.0000     .00000    
Hold 122.Queue.NumberInQueue                .50819     (Insuf)    .00000     3.0000     .00000    
Process 76.Queue.NumberInQueue              4.2249     (Insuf)    .00000     19.000     .00000    
Batch 26.Queue.NumberInQueue                56.098     (Insuf)    .00000     143.00     143.00    
Batch 6.Queue.NumberInQueue                 .00000     (Insuf)    .00000     3.0000     .00000    
Hold 135.Queue.NumberInQueue                22.744     (Insuf)    .00000     26.000     26.000    
Process 63.Queue.NumberInQueue              .00205     (Insuf)    .00000     1.0000     .00000    
Process 22.Queue.NumberInQueue              169.99     (Corr)     .00000     344.00     107.00    
Hold 143.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Hold 102.Queue.NumberInQueue                .29003     (Insuf)    .00000     1.0000     .00000    
Hold 49.Queue.NumberInQueue                 .73039     (Insuf)    .00000     1.0000     1.0000    
Batch 21.Queue.NumberInQueue                .12162     (Insuf)    .00000     24.000     .00000    
Hold 98.Queue.NumberInQueue                 .00145     (Insuf)    .00000     1.0000     .00000    
Hold 57.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
Hold 148.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Hold 107.Queue.NumberInQueue                .29626     (Insuf)    .00000     1.0000     .00000    
Hold 156.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Hold 115.Queue.NumberInQueue                .91665     (Insuf)    .00000     3.0000     3.0000    
Process 69.Queue.NumberInQueue              .00000     (Insuf)    .00000     1.0000     .00000    
Process 28.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Match 6.Queue1.NumberInQueue                2.5694E-04 (Insuf)    .00000     60.000     .00000    
Match 6.Queue2.NumberInQueue                .11023     (Insuf)    .00000     29.000     .00000    
Match 6.Queue3.NumberInQueue                .25814     (Insuf)    .00000     65.000     .00000    
Batch 19.Queue.NumberInQueue                1.2054     (Insuf)    .00000     64.000     .00000    
Hold 123.Queue.NumberInQueue                1.3847     (Insuf)    .00000     3.0000     3.0000    
Hold 93.Queue.NumberInQueue                 .63254     (Insuf)    .00000     1.0000     1.0000    
Hold 52.Queue.NumberInQueue                 5.1804     3.4328     .00000     55.000     .00000    

                                             COUNTERS

Identifier                                    Count   Limit
_____________________________________________________________

toneladastotalessacos1                           29  Infinite
toneladastotalessacos2                           43  Infinite
Pedidosatiempo                                   13  Infinite
PedidosTotales                                   20  Infinite
Toneladastotalesgranel                         1688  Infinite

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

ton sacos                                   72.000    
Toneladas totales                           1760.0    
Niveldeservicio                             .43333    
Entity 1.NumberIn                           9544.0    
Entity 1.NumberOut                          6998.0    
Entity 2.NumberIn                           .00000    
Entity 2.NumberOut                          .00000    
Mezcladora1.NumberSeized                    345.00    
Mezcladora1.ScheduledUtilization            1.0000    
Mezcladora2.NumberSeized                    303.00    
Mezcladora2.ScheduledUtilization            .99861    
Balanza1.NumberSeized                       312.00    
Balanza1.ScheduledUtilization               1.0000    
balanza2.NumberSeized                       294.00    
balanza2.ScheduledUtilization               .98958    
InspeccionF.NumberSeized                    71.000    
InspeccionF.ScheduledUtilization            .17129    
InspeccionQ.NumberSeized                    71.000    
InspeccionQ.ScheduledUtilization            .54846    
Pellet 16.NumberSeized                      771.00    
Pellet 16.ScheduledUtilization              .76190    
Pellet 17.NumberSeized                      932.00    
Pellet 17.ScheduledUtilization              .95046    
Llenado.NumberSeized                        106.00    
Llenado.ScheduledUtilization                .41306    
Empaque1.NumberSeized                       43.000    
Empaque1.ScheduledUtilization               .59722    
Empaque2.NumberSeized                       29.000    
Empaque2.ScheduledUtilization               .40278    
Molino1.NumberSeized                        150.00    
Molino1.ScheduledUtilization                .10417    
Molino2.NumberSeized                        128.00    
Molino2.ScheduledUtilization                .08889    
Molino3.NumberSeized                        123.00    
Molino3.ScheduledUtilization                .08542    
Pellet 67.NumberSeized                      582.00    
Pellet 67.ScheduledUtilization              .84198    
System.NumberOut                            2059.0    

Beginning replication 3 of 20

                                      ARENA Simulation Results
                                   Regulo A - License: 7328734345

                                  Summary for Replication 3 of 20

Project: Unnamed Project                                             Run execution date :11/16/2016
Analyst: Rockwell Automation                                         Model revision date:11/16/2016

Replication ended at time      : 120.0 Hours 
Base Time Units: Hours

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

Entity 1.VATime                             .23065     .11521     .00000     53.333       1623    
Entity 1.NVATime                            .00000     .00000     .00000     .00000       1623    
Entity 1.WaitTime                           57.090     30.601     .00000     15305.       1623    
Entity 1.TranTime                           .00000     .00000     .00000     .00000       1623    
Entity 1.OtherTime                          .00000     .00000     .00000     .00000       1623    
Entity 1.TotalTime                          23.655     7.7939     .00000     96.216       1623    
Entity 2.VATime                                 --         --         --         --          0
Entity 2.NVATime                                --         --         --         --          0
Entity 2.WaitTime                               --         --         --         --          0
Entity 2.TranTime                               --         --         --         --          0
Entity 2.OtherTime                              --         --         --         --          0
Entity 2.TotalTime                              --         --         --         --          0
Batch 7.Queue.WaitingTime                   .00000     .00000     .00000     .00000       1302    
Hold 60.Queue.WaitingTime                   24.981     (Insuf)    7.6681     34.411         80    
Hold 151.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000          1    
Hold 110.Queue.WaitingTime                  17.503     (Insuf)    9.3976     30.248        122    
Hold 136.Queue.WaitingTime                  39.217     (Insuf)    33.902     43.520         47    
Process 64.Queue.WaitingTime                1.6795     (Insuf)    .00000     8.8135         13    
Process 23.Queue.WaitingTime                .29581     (Insuf)    .00000     21.067        283    
Hold 144.Queue.WaitingTime                  .31184     .24242     .00000     19.746       1681    
Hold 103.Queue.WaitingTime                  30.559     (Insuf)    30.559     30.559          1    
Batch 22.Queue.WaitingTime                      --         --         --         --          0
Hold 99.Queue.WaitingTime                   7.5504     (Insuf)    .95067     14.150          2    
Hold 32.Queue.WaitingTime                       --         --         --         --          0
Hold 58.Queue.WaitingTime                   50.731     (Insuf)    .00000     80.965         54    
Hold 149.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000          1    
Hold 108.Queue.WaitingTime                  42.155     (Insuf)    42.155     42.155          1    
Process 77.Queue.WaitingTime                7.3583     (Insuf)    .00000     16.250         20    
Process 36.Queue.WaitingTime                9.1761E-04 (Insuf)    .00000     .02266         55    
Batch 27.Queue.WaitingTime                  11.485     (Insuf)    .00000     16.036        212    
Hold 40.Queue.WaitingTime                   1.1112     (Insuf)    .08333     2.0833        191    
Hold 157.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000          1    
Hold 116.Queue.WaitingTime                  .64024     (Insuf)    .00000     19.746         64    
Hold 86.Queue.WaitingTime                   .42155     (Insuf)    .00000     13.918        205    
Hold 94.Queue.WaitingTime                   6.1257     (Insuf)    .15000     19.296          4    
Hold 53.Queue.WaitingTime                   .32332     (Insuf)    .00000     31.312        242    
Hold 61.Queue.WaitingTime                   16.753     (Insuf)    .13684     39.758        126    
Hold 152.Queue.WaitingTime                      --         --         --         --          0
Hold 111.Queue.WaitingTime                  84.863     (Insuf)    84.387     85.220         34    
Hold 137.Queue.WaitingTime                  69.761     (Insuf)    5.3411     88.909         33    
Process 65.Queue.WaitingTime                .12343     (Insuf)    .00000     .61717          5    
Process 24.Queue.WaitingTime                44.564     (Insuf)    .00000     92.751        206    
Batch 30.Queue.WaitingTime                      --         --         --         --          0
Hold 160.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000         32    
Hold 25.Queue.WaitingTime                   .11774     (Corr)     .08317     .16650        323    
Hold 165.Queue.WaitingTime                  33.500     (Insuf)    33.500     33.500          1    
Hold 124.Queue.WaitingTime                  .13952     (Insuf)    .00000     6.4939        235    
Hold 109.Queue.WaitingTime                  79.764     (Insuf)    79.764     79.764          1    
Process 37.Queue.WaitingTime                2.1495     (Insuf)    .00000     6.4507         55    
Batch 28.Queue.WaitingTime                  .93898     (Insuf)    .00000     3.0460         32    
Hold 38.Queue.WaitingTime                   .13805     (Corr)     .08317     .16650        372    
Process 60.Queue.WaitingTime                3.2700     (Insuf)    .00000     16.598         13    
Hold 140.Queue.WaitingTime                  62.843     (Insuf)    .18188     88.702         38    
Match 7.Queue1.WaitingTime                  .41792     (Corr)     .00000     1.3335        434    
Match 7.Queue2.WaitingTime                  .47576     (Corr)     .00000     1.3333        434    
Match 7.Queue3.WaitingTime                  .04719     (Corr)     .00000     .16650        434    
Hold 54.Queue.WaitingTime                   .02783     (Insuf)    8.8818E-16 .08333          3    
Hold 145.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000          2    
Hold 104.Queue.WaitingTime                      --         --         --         --          0
Process 32.Queue.WaitingTime                2.8160     2.2421     .00000     20.094        722    
Batch 23.Queue.WaitingTime                      --         --         --         --          0
Hold 62.Queue.WaitingTime                   82.774     (Insuf)    79.326     85.881         34    
Hold 153.Queue.WaitingTime                      --         --         --         --          0
Hold 112.Queue.WaitingTime                  18.936     (Insuf)    .82043     42.611        122    
Hold 59.Queue.WaitingTime                   15.000     (Insuf)    .30115     30.538        124    
Process 81.Queue.WaitingTime                2.5498     (Insuf)    .00000     8.4240         60    
Process 66.Queue.WaitingTime                1.6795     (Insuf)    .00000     8.8135         13    
Process 25.Queue.WaitingTime                .49425     (Insuf)    .00000     13.918        204    
Batch 31.Queue.WaitingTime                  18.627     (Corr)     .00000     33.333        800    
Batch 16.Queue.WaitingTime                  5.6106     (Insuf)    .00000     14.971         44    
Hold 161.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000         30    
Hold 120.Queue.WaitingTime                      --         --         --         --          0
Hold 26.Queue.WaitingTime                   .08333     (Insuf)    .08333     .08333        214    
Hold 158.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000          4    
Hold 117.Queue.WaitingTime                  .25760     .18411     .00000     12.203        567    
Hold 34.Queue.WaitingTime                   .63894     (Insuf)    1.3323E-15 1.5001          3    
Batch 29.Queue.WaitingTime                  .76041     (Insuf)    .00000     1.5000         30    
Hold 133.Queue.WaitingTime                  17.529     (Insuf)    7.7777     34.558        101    
Hold 39.Queue.WaitingTime                   .08333     (Insuf)    .08333     .08333        315    
Process 61.Queue.WaitingTime                .07512     (Insuf)    .00000     .57681         15    
Hold 138.Queue.WaitingTime                  12.598     (Insuf)    .46155     32.564        101    
Hold 55.Queue.WaitingTime                       --         --         --         --          0
Hold 105.Queue.WaitingTime                      --         --         --         --          0
Process 33.Queue.WaitingTime                2.8714     (Corr)     .00000     21.412        726    
Batch 24.Queue.WaitingTime                  12.217     (Insuf)    .00000     29.777         92    
Hold 154.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000          1    
Hold 113.Queue.WaitingTime                  .91515     (Insuf)    .00000     13.077         44    
Process 1.Queue.WaitingTime                     --         --         --         --          0
Process 82.Queue.WaitingTime                1.4008     (Insuf)    .00000     5.1151         26    
Batch 32.Queue.WaitingTime                  19.366     (Corr)     .00000     33.333        750    
Hold 83.Queue.WaitingTime                   3.6648     (Insuf)    .13602     7.3904          6    
Hold 42.Queue.WaitingTime                       --         --         --         --          0
Hold 27.Queue.WaitingTime                       --         --         --         --          0
Hold 118.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000         24    
Hold 50.Queue.WaitingTime                   .59476     (Corr)     .00000     1.9166        768    
Hold 141.Queue.WaitingTime                  33.704     (Insuf)    15.861     42.488         49    
Hold 167.Queue.WaitingTime                      --         --         --         --          0
Hold 100.Queue.WaitingTime                  14.012     (Insuf)    14.012     14.012          1    
Process 62.Queue.WaitingTime                2.0619     (Insuf)    .00000     8.8968         13    
Hold 63.Queue.WaitingTime                   .01916     (Insuf)    .00000     1.0536         55    
Hold 48.Queue.WaitingTime                   .98041     (Corr)     .00000     2.0000        748    
Hold 139.Queue.WaitingTime                  39.715     (Insuf)    23.934     42.937         32    
Process 67.Queue.WaitingTime                .01642     (Insuf)    .00000     .09854          6    
Process 26.Queue.WaitingTime                .00000     (Insuf)    .00000     .00000        150    
Batch 17.Queue.WaitingTime                  3.9230     (Insuf)    .00000     8.3019         52    
Hold 162.Queue.WaitingTime                      --         --         --         --          0
Hold 121.Queue.WaitingTime                  .38783     (Insuf)    .00000     13.042        275    
Hold 147.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000          2    
Hold 106.Queue.WaitingTime                  1.2971     (Insuf)    1.2971     1.2971          1    
Process 34.Queue.WaitingTime                5.9458     (Insuf)    .00000     20.205        303    
Batch 25.Queue.WaitingTime                  15.800     (Insuf)    .00000     33.898        252    
Process 2.Queue.WaitingTime                     --         --         --         --          0
Batch 33.Queue.WaitingTime                      --         --         --         --          0
Hold 84.Queue.WaitingTime                   .29476     (Insuf)    .00000     21.067        284    
Hold 134.Queue.WaitingTime                  84.214     (Insuf)    83.803     84.636         30    
Hold 119.Queue.WaitingTime                      --         --         --         --          0
Hold 92.Queue.WaitingTime                   .50660     (Insuf)    .01667     12.942        111    
Hold 51.Queue.WaitingTime                   .21465     .19480     .00000     21.833        332    
Hold 142.Queue.WaitingTime                  87.981     (Insuf)    87.702     88.217          9    
Hold 101.Queue.WaitingTime                  5.9314     (Insuf)    5.9314     5.9314          1    
Batch 20.Queue.WaitingTime                  5.3572     (Insuf)    .00000     20.737        300    
Hold 150.Queue.WaitingTime                  .75977     (Insuf)    .00000     2.2793          3    
Hold 56.Queue.WaitingTime                   1.5750     (Insuf)    .00000     13.669         13    
Hold 155.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000          2    
Hold 114.Queue.WaitingTime                  .27604     (Insuf)    .00000     6.5442         52    
Process 68.Queue.WaitingTime                2.8284     (Insuf)    .00000     16.515         13    
Process 27.Queue.WaitingTime                .00000     (Insuf)    .00000     .00000        130    
Batch 18.Queue.WaitingTime                  .40703     (Insuf)    .00000     .83333         28    
Hold 31.Queue.WaitingTime                   .00000     (Insuf)    .00000     .00000          1    
Hold 163.Queue.WaitingTime                  31.953     (Insuf)    31.953     31.953          1    
Hold 122.Queue.WaitingTime                  .56792     (Insuf)    .00000     13.077        252    
Process 76.Queue.WaitingTime                15.543     (Insuf)    .00000     32.333         42    
Batch 26.Queue.WaitingTime                  2.6225     (Insuf)    .00000     5.0833        140    
Batch 6.Queue.WaitingTime                   .00000     .00000     .00000     .00000       1257    
Hold 135.Queue.WaitingTime                  26.341     (Insuf)    9.6235     43.727         72    
Process 63.Queue.WaitingTime                .20341     (Insuf)    .00631     1.1570          6    
Process 22.Queue.WaitingTime                39.892     (Insuf)    .00000     92.996        285    
Hold 143.Queue.WaitingTime                      --         --         --         --          0
Hold 102.Queue.WaitingTime                  18.133     (Insuf)    7.0813     24.301          3    
Hold 49.Queue.WaitingTime                   .18166     .13827     .00000     11.375        365    
Batch 21.Queue.WaitingTime                  .55232     (Insuf)    .00000     1.1666         24    
Hold 98.Queue.WaitingTime                   .12443     (Insuf)    .00000     .24887          2    
Hold 57.Queue.WaitingTime                   .00000     (Insuf)    .00000     .00000         63    
Hold 148.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000          1    
Hold 107.Queue.WaitingTime                  7.0921     (Insuf)    5.8839     8.3002          2    
Hold 156.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000          1    
Hold 115.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000         28    
Process 69.Queue.WaitingTime                7.4053E-11 (Insuf)    .00000     5.9243E-10      8    
Process 28.Queue.WaitingTime                .00000     (Insuf)    .00000     .00000         96    
Match 6.Queue1.WaitingTime                  4.6937E-05 (Corr)     .00000     1.6667E-04    419    
Match 6.Queue2.WaitingTime                  .04825     .01679     .00000     .16650        419    
Match 6.Queue3.WaitingTime                  .09081     (Corr)     .00000     .16650        419    
Batch 19.Queue.WaitingTime                  1.7428     (Insuf)    .00000     3.4468         64    
Hold 123.Queue.WaitingTime                  .00000     (Insuf)    .00000     .00000        140    
Hold 93.Queue.WaitingTime                   .37098     (Insuf)    .03028     6.6609         72    
Hold 52.Queue.WaitingTime                   .99915     (Corr)     .00000     3.3333        362    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

CapArconPASoya Value                        50.000     (Insuf)    50.000     50.000     50.000    
CapArconPAMaiz Value                        50.000     (Insuf)    50.000     50.000     50.000    
CapArconPAFrijol Value                      50.000     (Insuf)    50.000     50.000     50.000    
estado pellet 16                            .00000     (Insuf)    .00000     .00000     .00000    
estado mezcladora1                          .00000     (Insuf)    .00000     .00000     .00000    
estado mezcladora2                          .00000     (Insuf)    .00000     .00000     .00000    
estado molino1                              .00000     (Insuf)    .00000     .00000     .00000    
estado molino2                              .00000     (Insuf)    .00000     .00000     .00000    
estadopellet 17                             .00000     (Insuf)    .00000     .00000     .00000    
estado pellet 67                            .00000     (Insuf)    .00000     .00000     .00000    
Entity 1.WIP                                3875.6     (Corr)     .00000     4927.0     3077.0    
Entity 2.WIP                                .00000     (Insuf)    .00000     .00000     .00000    
Mezcladora1.NumberBusy                      1.0000     (Insuf)    .00000     1.0000     1.0000    
Mezcladora1.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Mezcladora1.Utilization                     1.0000     (Insuf)    .00000     1.0000     1.0000    
Mezcladora2.NumberBusy                      .99200     (Insuf)    .00000     1.0000     1.0000    
Mezcladora2.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Mezcladora2.Utilization                     .99200     (Insuf)    .00000     1.0000     1.0000    
Balanza1.NumberBusy                         1.0000     (Insuf)    .00000     1.0000     1.0000    
Balanza1.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Balanza1.Utilization                        1.0000     (Insuf)    .00000     1.0000     1.0000    
balanza2.NumberBusy                         .98958     (Insuf)    .00000     1.0000     1.0000    
balanza2.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
balanza2.Utilization                        .98958     (Insuf)    .00000     1.0000     1.0000    
InspeccionF.NumberBusy                      .12970     (Insuf)    .00000     1.0000     .00000    
InspeccionF.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
InspeccionF.Utilization                     .12970     (Insuf)    .00000     1.0000     .00000    
InspeccionQ.NumberBusy                      .41548     (Insuf)    .00000     1.0000     .00000    
InspeccionQ.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
InspeccionQ.Utilization                     .41548     (Insuf)    .00000     1.0000     .00000    
Pellet 16.NumberBusy                        2.8884     (Insuf)    .00000     3.0000     3.0000    
Pellet 16.NumberScheduled                   3.0000     (Insuf)    3.0000     3.0000     3.0000    
Pellet 16.Utilization                       .96283     (Insuf)    .00000     1.0000     1.0000    
Pellet 17.NumberBusy                        2.8302     (Insuf)    .00000     3.0000     3.0000    
Pellet 17.NumberScheduled                   3.0000     (Insuf)    3.0000     3.0000     3.0000    
Pellet 17.Utilization                       .94340     (Insuf)    .00000     1.0000     1.0000    
Llenado.NumberBusy                          .35516     (Insuf)    .00000     1.0000     1.0000    
Llenado.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Llenado.Utilization                         .35516     (Insuf)    .00000     1.0000     1.0000    
Empaque1.NumberBusy                         .58333     (Insuf)    .00000     1.0000     .00000    
Empaque1.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Empaque1.Utilization                        .58333     (Insuf)    .00000     1.0000     .00000    
Empaque2.NumberBusy                         .27778     (Insuf)    .00000     1.0000     .00000    
Empaque2.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Empaque2.Utilization                        .27778     (Insuf)    .00000     1.0000     .00000    
Molino1.NumberBusy                          .10417     (Insuf)    .00000     1.0000     .00000    
Molino1.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Molino1.Utilization                         .10417     (Insuf)    .00000     1.0000     .00000    
Molino2.NumberBusy                          .09028     (Insuf)    .00000     1.0000     .00000    
Molino2.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Molino2.Utilization                         .09028     (Insuf)    .00000     1.0000     .00000    
Molino3.NumberBusy                          .06667     (Insuf)    .00000     1.0000     .00000    
Molino3.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Molino3.Utilization                         .06667     (Insuf)    .00000     1.0000     .00000    
Pellet 67.NumberBusy                        1.4938     (Insuf)    .00000     2.0000     2.0000    
Pellet 67.NumberScheduled                   2.0000     (Insuf)    2.0000     2.0000     2.0000    
Pellet 67.Utilization                       .74691     (Insuf)    .00000     1.0000     1.0000    
Batch 7.Queue.NumberInQueue                 .00000     (Insuf)    .00000     3.0000     .00000    
Hold 60.Queue.NumberInQueue                 25.107     (Insuf)    .00000     28.000     28.000    
Hold 151.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Hold 110.Queue.NumberInQueue                27.413     (Insuf)    .00000     33.000     33.000    
Hold 136.Queue.NumberInQueue                22.278     (Insuf)    .00000     26.000     25.000    
Process 64.Queue.NumberInQueue              .38195     (Insuf)    .00000     3.0000     3.0000    
Process 23.Queue.NumberInQueue              .88167     (Insuf)    .00000     1.0000     1.0000    
Hold 144.Queue.NumberInQueue                5.8295     (Insuf)    .00000     8.0000     8.0000    
Hold 103.Queue.NumberInQueue                .25466     (Insuf)    .00000     1.0000     .00000    
Batch 22.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Hold 99.Queue.NumberInQueue                 .12584     (Insuf)    .00000     1.0000     .00000    
Hold 32.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
Hold 58.Queue.NumberInQueue                 32.815     (Insuf)    .00000     34.000     33.000    
Hold 149.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Hold 108.Queue.NumberInQueue                .35130     (Insuf)    .00000     1.0000     .00000    
Process 77.Queue.NumberInQueue              1.2263     (Insuf)    .00000     10.000     .00000    
Process 36.Queue.NumberInQueue              4.2057E-04 (Insuf)    .00000     1.0000     .00000    
Batch 27.Queue.NumberInQueue                25.066     (Insuf)    .00000     212.00     23.000    
Hold 40.Queue.NumberInQueue                 1.7687     (Insuf)    .00000     107.00     .00000    
Hold 157.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Hold 116.Queue.NumberInQueue                .34146     (Insuf)    .00000     2.0000     .00000    
Hold 86.Queue.NumberInQueue                 .90375     (Insuf)    .00000     1.0000     1.0000    
Hold 94.Queue.NumberInQueue                 .38825     (Insuf)    .00000     1.0000     1.0000    
Hold 53.Queue.NumberInQueue                 .83178     (Insuf)    .00000     1.0000     1.0000    
Hold 61.Queue.NumberInQueue                 25.777     (Insuf)    .00000     33.000     28.000    
Hold 152.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Hold 111.Queue.NumberInQueue                32.142     (Insuf)    .00000     34.000     33.000    
Hold 137.Queue.NumberInQueue                23.993     (Insuf)    .00000     26.000     25.000    
Process 65.Queue.NumberInQueue              .00514     (Insuf)    .00000     1.0000     .00000    
Process 24.Queue.NumberInQueue              291.71     (Insuf)    .00000     380.00     228.00    
Batch 30.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Hold 160.Queue.NumberInQueue                .00000     (Insuf)    .00000     1.0000     .00000    
Hold 25.Queue.NumberInQueue                 .31691     (Insuf)    .00000     65.000     .00000    
Hold 165.Queue.NumberInQueue                .27917     (Insuf)    .00000     1.0000     .00000    
Hold 124.Queue.NumberInQueue                .64739     (Insuf)    .00000     3.0000     2.0000    
Hold 109.Queue.NumberInQueue                .66470     (Insuf)    .00000     1.0000     .00000    
Process 37.Queue.NumberInQueue              .98521     (Insuf)    .00000     8.0000     .00000    
Batch 28.Queue.NumberInQueue                .25039     (Insuf)    .00000     32.000     .00000    
Hold 38.Queue.NumberInQueue                 .42796     (Insuf)    .00000     72.000     .00000    
Process 60.Queue.NumberInQueue              .55425     (Insuf)    .00000     3.0000     3.0000    
Hold 140.Queue.NumberInQueue                20.276     (Insuf)    .00000     27.000     2.0000    
Match 7.Queue1.NumberInQueue                1.5114     (Insuf)    .00000     107.00     .00000    
Match 7.Queue2.NumberInQueue                1.7206     (Insuf)    .00000     107.00     .00000    
Match 7.Queue3.NumberInQueue                .17067     (Insuf)    .00000     50.000     .00000    
Hold 54.Queue.NumberInQueue                 .90972     (Insuf)    .00000     1.0000     1.0000    
Hold 145.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Hold 104.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Process 32.Queue.NumberInQueue              23.016     (Corr)     .00000     40.000     26.000    
Batch 23.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Hold 62.Queue.NumberInQueue                 30.390     (Insuf)    .00000     34.000     28.000    
Hold 153.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Hold 112.Queue.NumberInQueue                27.251     (Insuf)    .00000     34.000     28.000    
Hold 59.Queue.NumberInQueue                 26.058     (Insuf)    .00000     33.000     33.000    
Process 81.Queue.NumberInQueue              1.2749     (Insuf)    .00000     12.000     3.0000    
Process 66.Queue.NumberInQueue              .38195     (Insuf)    .00000     3.0000     3.0000    
Process 25.Queue.NumberInQueue              1.0242     (Insuf)    .00000     2.0000     1.0000    
Batch 31.Queue.NumberInQueue                124.18     (Insuf)    .00000     800.00     .00000    
Batch 16.Queue.NumberInQueue                2.0572     (Insuf)    .00000     24.000     .00000    
Hold 161.Queue.NumberInQueue                .00000     (Insuf)    .00000     1.0000     .00000    
Hold 120.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Hold 26.Queue.NumberInQueue                 .14861     (Insuf)    .00000     60.000     .00000    
Hold 158.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Hold 117.Queue.NumberInQueue                1.4057     (Insuf)    .00000     3.0000     1.0000    
Hold 34.Queue.NumberInQueue                 .93333     (Insuf)    .00000     1.0000     1.0000    
Batch 29.Queue.NumberInQueue                .19010     (Insuf)    .00000     30.000     .00000    
Hold 133.Queue.NumberInQueue                24.120     (Insuf)    .00000     33.000     33.000    
Hold 39.Queue.NumberInQueue                 .21875     (Insuf)    .00000     69.000     .00000    
Process 61.Queue.NumberInQueue              .00939     (Insuf)    .00000     1.0000     .00000    
Hold 138.Queue.NumberInQueue                16.285     (Insuf)    .00000     26.000     22.000    
Hold 55.Queue.NumberInQueue                 .89583     (Insuf)    .00000     1.0000     1.0000    
Hold 105.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Process 33.Queue.NumberInQueue              25.010     (Corr)     .00000     49.000     42.000    
Batch 24.Queue.NumberInQueue                58.451     (Insuf)    .00000     183.00     183.00    
Hold 154.Queue.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
